Condition,DryWeight
WT,0.000000000339241429613421
WT,0.000000000277044025157229
WT,0.000000000266783548834832
WT,0.000000000417580224167048
OxR,0.000000000216239316239314
OxR,0.000000000215765311835179
OxR,0.000000000571614211910877
OxR,0.000000000587493112947656
RuR,0.00000000023548390761505
RuR,0.000000000247144120247564
RuR,0.000000000758589743589744
RuR,0.000000000208946688802801
